,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
3882,37,3107,903.0,3456,734,2.182,1,147500
3883,37,4916,1134.0,3533,1035,3.2862,1,152300
3884,32,1254,399.0,1281,386,2.2976,1,155700
3885,37,1638,407.0,1341,369,3.0677,1,167700
3886,26,3156,857.0,2394,787,3.01,1,191900
3887,31,2746,697.0,1973,598,3.5139,1,192800
3888,25,2260,692.0,1603,673,2.11,1,223300
3889,27,4445,1231.0,3340,1113,3.1656,1,204500
3890,29,1475,349.0,965,370,3.3558,1,199600
3891,24,2728,845.0,2023,773,2.75,1,239700
3892,26,3695,1144.0,2308,1009,2.6667,1,229300
3893,19,2807,883.0,1546,815,2.6375,1,233800
3894,19,3103,918.0,2033,738,2.6961,1,212500
3895,41,2048,439.0,1191,429,3.8,1,222500
3896,42,1949,422.0,1184,423,4.3333,1,225600
3897,42,1935,388.0,1136,379,4.74,1,230000
3898,41,1869,427.0,1334,435,3.9355,1,227800
3899,36,2904,515.0,1463,534,5.8374,1,289600
3900,19,1949,559.0,1282,498,2.7813,1,231300
3901,31,2583,663.0,1675,612,3.5234,1,265000
3902,28,2108,534.0,1485,536,4.0775,1,241400
3903,26,2159,523.0,1331,520,3.87,1,264500
3904,25,1884,554.0,1337,549,2.8512,1,272800
3905,25,3309,902.0,2299,837,3.0417,1,237000
3906,32,1660,366.0,928,398,4.3187,1,269700
3907,29,2461,535.0,1236,482,4.8409,1,244000
3908,34,2055,448.0,1134,408,3.825,1,235400
3909,36,2064,474.0,1366,421,4.1,1,243100
3910,39,1224,312.0,1106,333,3.3491,1,181800
3911,17,3724,1023.0,2536,971,3.2649,1,202100
3912,35,1092,302.0,962,297,3.5903,1,183300
3913,31,1415,339.0,874,289,3.8173,1,177900
3914,33,1729,396.0,1073,344,4.2083,1,180500
3915,34,3041,677.0,1920,640,4.5304,1,181300
3916,35,3189,680.0,1882,651,3.6625,1,188000
3917,31,3894,1017.0,3590,962,2.0437,1,137200
3918,34,1799,362.0,1293,355,3.692,1,145200
3919,34,2053,382.0,1258,380,3.0139,1,154700
3920,29,2228,396.0,1140,352,3.7969,1,169400
3921,30,1842,476.0,1491,420,3.0147,1,155100
3922,34,1617,493.0,1530,500,2.6182,1,172600
3923,28,1576,400.0,891,378,2.6312,1,171300
3924,28,1501,446.0,1028,418,2.3043,1,177500
3925,27,1013,394.0,1067,400,1.7714,1,159400
3926,29,2617,668.0,1868,647,3.6,1,208800
3927,27,3267,762.0,2099,647,3.4,1,224100
3928,13,2455,661.0,1975,618,2.9559,1,173600
3929,19,2421,689.0,1726,660,3.287,1,181400
3930,30,2756,858.0,1806,787,3.0329,1,207800
3931,37,2132,565.0,1369,565,3.285,1,218100
3932,38,1400,399.0,1131,405,3.5417,1,198400
3933,33,2138,567.0,1072,528,2.7428,1,208900
3934,32,2355,583.0,1605,571,4.2171,1,218200
3935,36,1751,438.0,1175,419,3.0739,1,218600
3936,21,4946,1231.0,3186,1167,3.3281,1,237000
3937,27,3144,722.0,1510,680,3.1597,1,214700
3938,30,1348,333.0,885,322,3.2574,1,195300
3939,35,3227,749.0,1881,696,2.8445,1,242100
3940,32,2421,671.0,1491,587,3.5644,1,242300
3941,35,1939,412.0,1036,400,3.5556,1,238000
3942,30,2407,581.0,1724,531,3.4792,1,194700
3943,37,2278,508.0,1257,498,3.7639,1,220600
3944,35,2144,423.0,1192,417,4.1458,1,231500
3945,36,1741,412.0,1245,423,4.1344,1,210300
3946,37,1664,401.0,1316,409,3.0526,1,216400
3947,45,1928,453.0,1323,458,4.2813,1,210100
3948,34,2675,560.0,1270,492,4.5053,1,242000
3949,23,2395,498.0,1309,493,4.9779,1,224600
3950,39,1880,361.0,982,357,4.1953,1,226900
3951,42,1816,338.0,897,306,5.1874,1,230800
3952,36,2392,444.0,1346,445,6.0088,1,245900
3953,36,2274,411.0,1232,423,5.373,1,244500
3954,13,2887,853.0,2197,800,2.8777,1,207900
3955,29,2940,708.0,2175,684,3.6486,1,229000
3956,34,1740,387.0,1249,375,4.1552,1,233900
3957,37,1719,426.0,1266,424,3.375,1,228000
3958,18,3380,922.0,2276,854,4.0727,1,214000
3959,27,2837,684.0,2141,648,3.1325,1,215000
3960,33,2408,534.0,1644,523,4.2454,1,236800
3961,25,2845,710.0,1611,628,3.2049,1,267400
3962,25,1769,440.0,1371,414,3.0833,1,232700
3963,36,1583,411.0,1097,350,4.0737,1,238200
3964,36,1567,362.0,1054,386,3.2594,1,233900
3965,25,1459,362.0,1150,354,3.35,1,237500
3966,40,1896,416.0,950,383,2.425,3,255000
3967,32,2828,629.0,1313,534,4.5987,1,363800
3968,35,2217,447.0,1000,450,4.7319,1,376100
3969,38,3328,625.0,1455,619,5.0596,1,363900
3970,32,2590,607.0,1132,555,4.2333,1,358000
3971,22,2340,584.0,1141,554,4.5729,1,337500
3972,22,2514,605.0,1225,568,4.1818,1,339700
3973,25,3521,852.0,1524,764,3.8086,1,361300
3974,39,2988,605.0,1466,610,4.9286,1,341400
3975,28,4603,993.0,2191,943,4.5743,1,382200
3976,34,2674,435.0,1087,431,7.3151,1,492200
3977,39,2311,404.0,1044,380,8.468,1,472100
3978,38,2868,466.0,1098,438,7.9059,1,477100
3979,36,2334,430.0,1033,407,6.6321,1,481500
3980,30,2532,464.0,1056,419,6.3434,1,460400
3981,21,2696,548.0,1142,473,5.6091,1,356800
3982,20,2439,474.0,1219,497,5.9619,1,335900
3983,31,2518,543.0,1107,508,4.7404,1,295800
3984,19,2512,575.0,1275,544,4.9375,1,293000
3985,27,2287,491.0,1101,466,4.675,1,316900
3986,27,3039,606.0,1421,564,5.5771,1,345500
3987,26,2620,530.0,1282,525,4.4828,1,340700
3988,22,2114,541.0,1300,538,3.4208,1,290000
3989,18,2516,485.0,1128,433,5.0114,1,338600
3990,13,2907,726.0,1573,694,3.5048,1,294000
3991,35,2126,434.0,1044,433,5.5456,1,297400
3992,34,1865,345.0,963,302,5.543,1,305900
3993,28,2685,581.0,1243,529,4.119,1,324000
3994,23,1829,331.0,891,356,6.5755,1,359900
3995,21,4151,1018.0,2054,925,4.9821,1,292900
3996,17,2791,579.0,1467,583,5.7415,1,321900
3997,23,2387,418.0,1008,415,5.8518,1,337900
3998,19,3303,584.0,1329,569,7.521,1,340400
3999,29,2787,475.0,1182,444,6.7613,1,352700
4000,24,3124,560.0,1312,542,6.3021,1,333800
4001,15,1778,311.0,908,330,7.674,1,329300
4002,33,1993,371.0,918,361,6.9021,1,337600
4003,33,2496,387.0,1098,404,7.6685,1,474300
4004,33,2543,439.0,1098,416,5.9683,1,495500
4005,36,2501,443.0,1031,422,4.75,1,442100
4006,26,6712,1441.0,2803,1394,5.2276,1,434500
4007,34,2395,469.0,1087,438,5.9683,1,394600
4008,34,3145,786.0,1352,727,5.0976,1,469800
4009,34,2361,442.0,915,437,5.687,1,392400
4010,28,3619,764.0,1735,789,6.1404,1,368400
4011,24,2386,582.0,1152,568,4.8971,1,400700
4012,18,5152,1365.0,2286,1243,5.1677,1,380800
4013,29,2085,533.0,919,489,5.6017,1,430000
4014,28,4430,928.0,2131,885,4.9384,1,378100
4015,31,3533,729.0,1647,679,5.5843,1,384600
4016,24,4373,871.0,1830,824,5.7128,1,366200
4017,25,5775,1149.0,2637,1117,5.4968,1,379800
4018,20,2270,498.0,1070,521,4.4615,1,384800
4019,40,3070,570.0,1264,506,5.1626,1,432700
4020,26,2869,567.0,1157,538,6.0382,1,355300
4021,16,2472,572.0,965,529,5.137,1,348600
4022,19,6206,1611.0,2455,1472,5.145,3,420200
4023,32,2815,607.0,1338,609,4.5687,1,381200
4024,35,3053,623.0,1311,589,5.1589,3,439200
4025,35,2152,454.0,902,414,4.5179,1,427200
4026,33,2147,505.0,1371,498,2.4219,1,260700
4027,28,3763,762.0,1967,724,5.3244,1,271900
4028,34,1803,341.0,947,333,5.5538,1,280300
4029,30,1856,444.0,899,435,3.1505,1,270000
4030,28,4605,1188.0,2558,1093,3.6988,1,266600
4031,31,3122,727.0,1885,715,3.8657,1,298400
4032,27,3348,695.0,1545,625,4.7543,1,296300
4033,29,2243,361.0,1051,352,6.6632,1,325200
4034,32,3485,678.0,1715,649,4.6563,1,291700
4035,35,2380,404.0,1212,422,5.6254,1,283800
4036,36,2219,406.0,1219,403,4.2614,1,267100
4037,36,2223,360.0,1162,376,5.259,1,279400
4038,35,1936,343.0,1008,346,5.4791,1,285900
4039,28,2948,566.0,1445,524,5.3743,1,286500
4040,37,1420,286.0,886,290,4.5833,1,261300
4041,34,2823,500.0,1429,483,5.5,1,279600
4042,28,2319,579.0,1369,564,3.6169,1,257000
4043,28,2075,463.0,1216,446,3.9732,1,281500
4044,24,2139,481.0,971,418,4.3859,1,271300
4045,34,1761,329.0,965,329,5.399,1,358500
4046,34,1770,291.0,916,289,5.0,1,354200
4047,34,2415,404.0,1278,414,6.1599,1,341200
4048,25,5622,998.0,2537,1009,5.785,1,395300
4049,29,3662,586.0,1626,611,6.3974,1,410000
4050,27,3245,605.0,1572,556,5.3773,1,379000
4051,36,1660,300.0,943,300,5.1984,1,353600
4052,35,1792,322.0,978,326,4.9583,1,342800
4053,35,2828,487.0,1439,490,5.6013,1,350200
4054,42,3146,770.0,1859,740,3.5073,1,234800
4055,51,2399,516.0,1160,514,3.8456,1,318900
4056,42,1486,420.0,897,377,1.6228,1,376100
4057,45,2929,755.0,1635,652,2.9375,1,273000
4058,35,3462,814.0,1902,700,3.402,1,279900
4059,19,3792,790.0,2105,834,5.2363,1,310000
4060,39,2198,425.0,1160,436,4.1406,1,323700
4061,26,2345,408.0,1195,377,5.4925,1,361700
4062,23,3942,748.0,1679,711,4.1169,1,362600
4063,30,1773,356.0,905,352,4.3056,1,336000
4064,25,2587,512.0,1219,509,4.4271,1,382100
4065,22,2508,402.0,1254,395,7.0935,1,379500
4066,28,2142,445.0,1140,422,4.8438,1,346200
4067,27,2113,380.0,1109,360,4.7062,1,357000
4068,26,5591,934.0,2824,939,6.5861,1,417800
4069,25,4177,832.0,2123,789,5.0814,1,446800
4070,36,1784,311.0,901,293,6.2247,1,339000
4071,39,2794,444.0,1319,441,5.878,1,387800
4072,36,2463,447.0,1125,424,6.0176,1,352700
4073,36,2416,394.0,1115,386,6.256,1,366900
4074,26,5166,1313.0,2738,1239,3.3565,1,360800
4075,26,1575,300.0,881,309,5.1778,1,359900
4076,33,2349,407.0,954,373,6.4956,3,483600
4077,34,2211,502.0,1113,488,4.7026,1,356800
4078,33,5057,790.0,2021,748,6.8553,3,482200
4079,29,4389,873.0,2069,901,4.1071,1,365600
4080,34,1730,427.0,1008,393,3.9408,1,327700
4081,33,2194,469.0,987,397,5.0951,1,318900
4082,29,2795,572.0,1469,557,3.7167,1,308900
4083,29,3254,717.0,1593,680,4.0536,1,285800
4084,35,2290,563.0,1374,530,3.2472,1,254700
4085,31,4464,991.0,2420,947,4.0425,1,277900
4086,35,2924,658.0,1675,602,3.8287,1,279900
4087,32,2381,467.0,1264,488,4.1477,1,315100
4088,29,4317,1037.0,2102,959,3.1275,1,286400
4089,30,4573,819.0,2411,819,3.5804,1,383800
4090,20,5776,956.0,2757,936,6.6447,1,416800
4091,26,4486,709.0,1873,719,6.5704,1,414700
4092,36,2715,474.0,1303,457,4.6042,3,357300
4093,34,2338,393.0,1031,373,6.287,3,396400
4094,37,1442,501.0,998,503,2.4432,1,200000
4095,35,1989,634.0,1108,593,1.6081,1,288900
4096,35,2705,785.0,1526,793,3.0349,1,266700
4097,35,2234,689.0,1334,662,2.5444,1,236100
4098,34,2832,883.0,1594,843,1.7558,1,312500
4099,33,3463,1170.0,1845,1134,2.0205,1,243800
4100,30,2353,728.0,1365,718,2.0702,1,283300
4101,36,1390,458.0,874,468,2.5812,1,200000
4102,38,4408,1295.0,1690,1229,3.0156,1,300000
4103,22,4247,1253.0,1766,1170,3.1517,1,341700
4104,28,4376,1202.0,1847,1128,2.6713,1,312500
4105,30,4524,1312.0,1910,1243,2.8889,1,335300
4106,28,4001,1352.0,1799,1220,2.5784,1,272900
4107,27,4312,1214.0,1634,1097,3.6207,1,362500
4108,30,4061,927.0,1487,865,4.1827,1,435100
4109,31,4949,1293.0,1985,1244,4.252,1,436700
4110,28,5109,1482.0,2313,1451,3.3266,1,483300
4111,24,2924,1013.0,1492,943,2.775,1,291700
4112,35,2914,934.0,1334,870,2.9934,1,350000
4113,32,3851,900.0,1456,836,4.5208,1,442100
4114,31,3155,808.0,1208,745,3.6769,1,450000
4115,27,4725,1185.0,1945,1177,4.1365,1,470800
4116,32,1793,476.0,1143,448,2.8981,1,353600
4117,28,2545,752.0,1548,679,2.9125,1,475000
4118,29,2709,799.0,1238,793,3.1563,1,330000
4119,32,2909,748.0,1310,706,4.516,1,350000
4120,32,3024,784.0,1323,740,3.3889,1,347900
4121,39,1530,401.0,1074,375,3.5076,1,381800
4122,29,3287,882.0,1523,823,3.7381,1,290600
4123,31,2642,681.0,1303,625,3.5987,1,340500
4124,22,1249,483.0,1106,481,2.5261,1,375000
4125,29,1585,542.0,1019,487,2.7072,1,375000
4126,30,2075,687.0,1026,592,3.1635,1,366700
4127,27,1965,631.0,1042,596,2.75,1,327300
4128,29,2329,833.0,1953,800,2.6639,1,233300
4129,38,2163,651.0,1759,584,2.3382,1,297500
4130,35,3057,774.0,2223,732,2.0745,1,332500
4131,30,2027,609.0,1425,562,2.2917,1,330800
4132,25,1583,460.0,983,422,2.7019,1,293800
4133,31,2851,804.0,1410,782,4.0893,1,381500
4134,41,2584,743.0,1058,668,3.2061,1,370000
4135,30,3078,954.0,1561,901,3.4852,1,425000
4136,25,4149,1067.0,1749,1000,3.9722,1,450000
4137,41,2136,549.0,986,557,2.7254,1,444400
4138,44,2175,475.0,1019,448,4.793,1,470800
4139,41,2704,557.0,1047,478,4.4211,1,462900
4140,40,2198,611.0,1023,567,3.755,1,398300
4141,44,2017,343.0,958,382,6.1014,1,480100
4142,41,2956,700.0,1212,645,3.4583,1,421900
4143,45,3803,970.0,1690,871,3.0476,1,456200
4144,46,2571,502.0,1225,501,6.0436,1,473000
4145,39,3599,776.0,1569,763,5.2571,1,405400
4146,44,1913,441.0,1295,432,3.9537,1,266400
4147,45,2098,486.0,1343,481,3.9615,1,268600
4148,38,2447,636.0,1312,574,3.5909,1,279400
4149,45,1577,421.0,1042,375,3.4375,1,314500
4150,38,2521,647.0,1091,597,4.1296,1,322900
4151,35,4424,918.0,2101,888,3.9688,1,355100
4152,32,2612,418.0,1030,402,6.603,1,369200
4153,35,1465,386.0,1104,345,4.056,1,339100
4154,34,1816,335.0,872,339,4.85,1,329400
4155,44,2122,385.0,1012,367,4.6687,1,344300
4156,44,2010,394.0,961,365,4.5982,1,333500
4157,43,2000,529.0,1290,514,4.7031,1,302500
4158,33,3306,974.0,2475,924,2.8797,1,285300
4159,42,1700,438.0,997,436,2.9213,1,305000
4160,45,1807,355.0,883,371,5.0357,1,329800
4161,37,1340,358.0,1008,340,3.7614,1,314300
4162,45,2092,451.0,1190,429,3.8021,1,323000
4163,32,4018,564.0,1400,568,8.6718,1,439100
4164,35,3702,648.0,1449,614,5.3194,1,313700
4165,36,3228,543.0,1305,520,5.1695,1,397000
4166,46,3402,503.0,1389,504,5.3462,1,270400
4167,48,2741,439.0,1115,459,5.0514,1,269100
4168,43,2657,548.0,1145,524,4.1375,1,287100
4169,45,2005,368.0,909,364,4.6406,1,268900
4170,44,3183,513.0,1183,473,5.0407,1,314900
4171,49,2863,411.0,1108,406,5.8993,1,313300
4172,49,2465,372.0,1018,359,4.0,1,296800
4173,40,2894,395.0,1063,409,6.939,1,372000
4174,35,2396,472.0,1054,457,6.4504,1,407000
4175,43,2228,438.0,960,395,7.6091,1,438500
4176,35,3795,690.0,1521,653,5.8735,1,448100
4177,16,2950,387.0,1228,379,5.3749,3,346100
4178,15,2981,625.0,1694,540,2.9541,2,106700
4179,32,3511,646.0,1733,510,3.46,2,123900
4180,14,2606,514.0,1228,512,2.5764,2,150000
4181,17,2479,390.0,1219,363,4.6417,2,125700
4182,34,2156,397.0,1269,388,2.75,2,96800
4183,16,3914,819.0,1524,795,2.415,2,137500
4184,26,4230,823.0,2789,793,2.5179,2,104000
4185,34,1943,500.0,1078,446,1.1296,2,93800
4186,32,3670,765.0,1986,673,3.682,2,108800
4187,27,3019,501.0,1580,523,3.7804,2,113500
4188,31,2666,662.0,1337,602,2.4432,2,101100
4189,35,2118,374.0,1108,360,3.4327,2,100300
4190,33,2815,485.0,1447,489,4.2679,2,119600
4191,15,2181,361.0,1057,300,4.625,2,118100
4192,27,6007,998.0,2680,882,4.1719,2,117200
4193,33,2347,461.0,1482,374,2.8194,2,93000
4194,36,2696,454.0,1192,452,3.9615,2,116300
4195,33,2918,494.0,1365,478,4.8787,2,127700
4196,35,3114,583.0,1974,545,3.9028,2,126800
4197,19,3430,601.0,1817,571,4.7875,2,163600
4198,13,5341,773.0,2288,724,6.6772,2,185600
4199,33,1781,326.0,913,314,3.9963,2,126800
4200,28,2357,408.0,1162,384,4.3636,2,179700
4201,25,2627,387.0,1059,338,3.6382,2,138200
4202,17,3810,662.0,1867,586,4.9,2,152400
4203,17,4001,814.0,2313,756,3.0441,2,140100
4204,18,6893,1372.0,2837,1221,3.3173,2,218400
4205,31,1398,273.0,884,299,4.8409,2,264900
4206,18,1859,375.0,913,372,4.3456,2,148900
4207,25,3080,587.0,1558,510,5.0839,2,156700
4208,13,2815,535.0,1492,491,4.0945,2,135700
4209,31,1537,416.0,1239,397,1.9722,2,99200
4210,19,3562,606.0,1677,578,4.1573,2,228100
4211,33,2189,497.0,1459,443,2.3958,2,94500
4212,33,2111,429.0,1067,397,3.7344,2,111400
4213,16,2573,427.0,1273,426,5.9508,2,181100
4214,13,2614,650.0,1949,537,2.0547,2,102600
4215,29,2370,475.0,1746,483,3.7464,2,113500
4216,29,2843,603.0,1517,573,2.6658,2,106900
4217,34,3416,601.0,1929,567,4.0147,2,107400
4218,14,5144,887.0,2846,824,4.5615,2,137200
4219,14,2798,459.0,1236,404,4.8667,2,239900
4220,14,3490,592.0,1710,580,5.9171,2,333300
4221,18,2986,597.0,1355,472,3.2765,2,165000
4222,19,3013,507.0,1356,484,5.1163,1,233200
4223,15,8510,1258.0,3733,1233,6.1082,1,253700
4224,25,2988,525.0,1884,513,4.7007,1,169500
4225,23,4166,756.0,2082,743,4.4107,1,213400
4226,25,3223,524.0,1763,508,5.2887,1,183000
4227,13,3600,580.0,1799,576,6.2971,1,218300
4228,21,5477,1275.0,3384,1222,3.6625,1,228100
4229,18,2288,607.0,2305,597,3.227,1,136100
4230,18,2096,309.0,1044,328,6.8299,1,262100
4231,21,7010,1063.0,3331,1038,6.776,1,278100
4232,23,3927,728.0,1984,707,4.8536,1,202600
4233,24,6246,1028.0,2803,999,6.3002,1,282900
4234,16,8726,1317.0,3789,1279,6.8419,1,323300
4235,39,1622,355.0,903,314,4.1125,1,183000
4236,17,3538,726.0,1603,629,2.9449,2,95600
4237,19,3273,611.0,1164,481,3.5446,2,106500
4238,13,2307,386.0,925,347,3.1326,2,119800
4239,16,2131,424.0,989,369,2.6071,2,103700
4240,15,2654,530.0,1267,489,2.8393,2,104400
4241,17,2171,389.0,1042,375,3.625,2,94400
4242,13,5087,981.0,2284,913,2.7413,2,123100
4243,21,1724,317.0,1006,290,3.2868,2,91700
4244,17,3344,570.0,1624,536,3.8952,2,95300
4245,18,1996,379.0,1327,356,2.6087,2,96000
4246,13,2872,477.0,1607,481,4.475,2,102400
4247,13,3356,589.0,1458,601,3.8257,2,94200
4248,16,3222,511.0,1425,503,4.1544,2,119400
4249,14,4795,710.0,2047,640,4.665,2,121300
4250,16,4431,603.0,1659,630,7.5412,0,392100
4251,26,5188,892.0,2341,906,5.0029,0,255600
4252,14,2259,341.0,1127,346,6.4092,1,334900
4253,24,2863,734.0,1583,682,3.1981,0,215300
4254,32,3521,748.0,1706,723,3.4705,0,228600
4255,25,7784,1145.0,3445,1166,6.0132,1,287900
4256,13,5027,871.0,1912,770,4.9286,0,309500
4257,19,1752,328.0,873,336,3.8068,1,201600
4258,23,8642,1294.0,3594,1253,5.3962,1,301500
4259,21,3891,616.0,1968,632,5.5524,1,279200
4260,18,6205,821.0,2311,756,6.9081,1,368700
4261,38,3392,709.0,1894,713,3.0573,0,350800
4262,20,4536,708.0,1812,701,6.0433,0,435900
4263,13,4284,1042.0,2146,937,4.1289,0,179200
4264,36,4501,832.0,2196,800,4.3182,0,252700
4265,27,3121,531.0,1318,489,5.4781,0,310900
4266,17,2449,536.0,1157,543,3.9519,0,274200
4267,29,7174,1169.0,3063,1172,6.0902,0,293200
4268,24,2330,322.0,911,320,6.5253,0,387700
4269,25,3412,455.0,1238,406,8.3646,0,397300
4270,33,9531,1487.0,3798,1409,5.6512,0,314000
4271,27,4985,711.0,1928,742,6.4978,0,361500
4272,27,3966,577.0,1657,611,6.3314,0,342200
4273,28,3416,826.0,1694,800,3.18,0,277000
4274,18,3119,803.0,1395,722,3.9265,0,301100
4275,31,6555,1571.0,2962,1464,2.8903,0,324200
4276,34,3306,555.0,1398,585,4.8993,0,319900
4277,31,3807,828.0,1581,795,3.293,0,337500
4278,32,4138,632.0,1541,626,5.5791,0,433300
4279,37,4801,699.0,1830,679,6.0762,0,487800
4280,37,4296,1089.0,2100,1025,3.2462,0,329400
4281,22,7274,1002.0,2468,957,7.494,0,439200
4282,27,5470,755.0,1916,764,6.994,0,420800
4283,44,3595,953.0,1831,910,2.6036,0,287500
4284,39,4193,762.0,1833,737,5.6263,0,352100
4285,39,3302,684.0,1574,653,3.6863,0,263800
4286,16,3769,839.0,1986,815,3.9712,0,187500
4287,46,4036,856.0,1872,833,4.5625,3,275200
4288,40,7737,1488.0,3108,1349,4.4375,3,289600
4289,36,4869,871.0,1899,827,4.1659,0,302000
4290,21,2198,462.0,1100,449,4.1098,1,246600
4291,35,8814,1307.0,3450,1258,6.1724,0,414300
4292,45,2404,425.0,926,400,4.9674,0,320100
4293,38,5587,996.0,2466,1027,4.1711,0,336900
4294,49,2860,552.0,1178,522,4.625,0,355000
4295,36,2649,542.0,1111,557,4.8056,0,345700
4296,47,5416,1115.0,2177,1027,3.5055,0,382100
4297,38,2310,400.0,971,386,5.697,0,435700
4298,33,4448,631.0,1675,628,7.8904,0,468800
4299,36,4385,620.0,1549,626,8.3935,0,470500
4300,42,2171,362.0,887,347,6.6125,0,393200
4301,43,2998,470.0,970,430,5.5385,0,431800
4302,39,3670,775.0,1519,788,4.4081,0,435200
4303,26,3990,804.0,1550,792,5.1834,0,405500
4304,34,2782,502.0,1219,507,5.0779,0,333900
4305,32,2622,541.0,1022,464,3.7647,0,375000
4306,32,2639,415.0,1013,408,6.1632,0,349200
4307,30,2270,359.0,974,351,5.5926,0,300900
4308,16,2947,802.0,1385,743,3.6731,0,318000
4309,31,7001,1282.0,2755,1267,5.4851,0,441100
4310,28,5448,1089.0,2100,1023,4.7475,0,474600
4311,27,2674,565.0,1233,547,3.4485,0,458300
4312,44,2846,551.0,1232,537,3.8839,0,327200
4313,48,2491,460.0,937,455,4.4375,0,370000
4314,48,2924,489.0,1159,505,5.6302,0,489000
4315,30,4174,739.0,1818,705,5.5951,0,402900
4316,17,4363,1041.0,1640,989,3.9531,0,417600
4317,41,3170,622.0,1091,528,3.7813,0,389200
4318,25,4921,866.0,1913,834,6.8742,0,413100
4319,30,4382,732.0,1775,745,6.7809,0,414400
4320,36,2688,485.0,1064,449,4.4583,0,308600
4321,33,4971,836.0,1907,795,6.1275,0,424400
4322,35,4127,689.0,1596,707,5.9073,0,400400
4323,21,3904,980.0,1949,919,2.862,0,258400
4324,19,1926,593.0,881,546,2.9145,0,140400
4325,17,4333,947.0,1650,919,6.3066,0,346100
4326,36,2378,476.0,957,362,3.625,3,253100
4327,17,2116,425.0,909,319,2.7188,2,113100
4328,14,2878,617.0,1011,509,1.398,2,103800
4329,17,2806,600.0,990,410,2.3818,2,88100
4330,13,2230,443.0,920,361,3.0,2,112000
4331,17,2582,553.0,1087,423,2.5,2,104200
4332,14,2744,555.0,1153,474,2.753,2,111100
4333,15,1839,489.0,887,332,2.2429,1,100000
4334,21,3359,677.0,1908,642,3.0433,1,140700
4335,28,2492,507.0,1202,460,2.7857,1,150300
4336,49,2290,482.0,1201,479,3.5,1,113300
4337,33,2024,459.0,1019,422,1.9208,1,93600
4338,16,2017,423.0,1177,414,3.2171,1,116200
4339,15,2342,535.0,1064,433,1.8967,2,96600
4340,22,2085,432.0,1133,402,2.3906,1,92600
4341,18,3946,813.0,1899,730,2.6424,1,124600
4342,32,2780,470.0,1281,479,3.588,1,96000
4343,20,2745,504.0,1421,430,3.3431,2,137500
4344,25,3066,570.0,1558,535,3.788,1,134200
4345,16,5569,1106.0,3148,1088,3.1455,1,142900
4346,17,3145,693.0,1560,647,2.2926,1,149300
4347,23,4671,912.0,2095,857,3.184,1,140500
4348,23,2754,577.0,887,432,3.3654,3,225000
4349,20,4620,1042.0,1745,794,2.375,3,158800
4350,17,2206,478.0,1140,428,2.1985,3,95300
4351,17,5202,1037.0,1742,803,3.1201,3,176100
4352,18,2251,510.0,1032,369,2.2946,1,101000
4353,17,2772,576.0,1501,584,2.6275,1,142100
4354,24,5372,1051.0,3002,992,3.0652,1,131100
4355,17,1890,342.0,877,312,3.7833,1,159800
4356,29,6121,1222.0,3595,1189,2.631,1,109600
4357,16,2577,495.0,1232,488,2.6012,1,125600
4358,31,2685,675.0,1367,626,1.6571,1,108900
4359,17,1620,396.0,878,399,1.8042,1,109200
4360,15,2235,545.0,1376,516,1.9032,1,100000
4361,14,2240,327.0,1030,308,5.9585,1,214900
4362,33,1320,303.0,1048,303,1.7813,1,94700
4363,22,2163,436.0,1048,358,2.7171,1,95800
4364,27,2295,424.0,1252,350,3.6182,2,123200
4365,18,2003,398.0,1333,411,2.7562,2,90500
4366,17,3511,636.0,1904,617,3.1111,2,113900
4367,32,2892,521.0,1580,484,3.7784,2,164500
4368,27,2692,481.0,1518,447,2.0417,2,94200
4369,27,2521,484.0,1307,456,3.0911,2,86900
4370,18,5009,826.0,2497,805,4.25,2,146300
4371,19,3874,676.0,2441,707,3.2955,2,88600
4372,15,3249,613.0,1569,595,3.5393,2,88000
4373,16,2236,438.0,1361,393,2.0066,2,125000
4374,21,1684,341.0,1052,312,2.0809,2,95800
4375,13,2109,477.0,1108,466,2.3099,2,89600
4376,13,3641,897.0,1737,788,2.1418,2,130600
4377,15,3952,984.0,2024,1026,2.558,2,121600
4378,19,3136,466.0,1631,484,3.6471,2,101400
4379,17,6111,1171.0,2950,1104,3.2852,2,98800
4380,16,3369,532.0,1770,574,5.2662,2,126200
4381,20,4379,753.0,2055,716,3.7652,2,133500
4382,26,3170,572.0,1524,565,3.48,2,95300
4383,49,2919,719.0,1956,679,1.5427,2,88500
4384,21,6911,1341.0,3967,1297,3.0515,2,95200
4385,35,2042,378.0,953,356,2.7344,2,87800
4386,31,2447,465.0,1313,352,3.3929,2,93800
4387,21,1937,389.0,1002,373,2.6087,2,96200
4388,16,2216,458.0,1135,424,2.7316,2,97500
4389,30,2603,507.0,1491,473,3.0909,2,123400
4390,25,3301,678.0,994,306,3.2262,2,97200
4391,16,1795,362.0,1642,340,2.5363,2,86300
4392,24,1520,335.0,882,306,2.2019,2,100000
4393,26,2036,401.0,1343,414,3.6331,2,88600
4394,29,4176,779.0,2092,741,2.595,2,104200
4395,32,2893,481.0,1198,466,3.1719,2,140600
4396,16,3736,761.0,1942,730,2.5598,2,120200
4397,15,2199,453.0,899,347,2.35,2,107800
4398,20,3301,779.0,1085,448,3.7315,2,159300
4399,17,3769,908.0,1160,453,3.05,2,188900
